orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
3144,2025-03-11,2025-04-01,Shipped,506,8425.5,Credit Card
3145,2025-01-17,2025-01-25,Pending,76,3232.08,Credit Card
3146,2025-10-17,2025-10-22,Processing,571,11505.39,Bank Transfer
3147,2024-02-06,2024-02-18,Processing,44,6783.37,PayPal
3148,2025-07-03,2025-07-26,Processing,180,830.79,Credit Card
3149,2025-01-19,2025-02-09,Processing,930,3694.23,Credit Card
3150,2024-01-23,2024-02-14,Delivered,817,3810.07,Bank Transfer
3151,2024-01-12,2024-01-27,Processing,87,12060.45,Bank Transfer
3152,2024-03-24,2024-04-22,Shipped,67,6988.22,Debit Card
3153,2025-03-22,2025-04-09,Delivered,379,5530.77,Debit Card
3154,2024-02-12,2024-03-08,Processing,325,4062.66,PayPal
3155,2025-07-26,2025-08-22,,792,9422.37,Debit Card
3156,2025-05-27,2025-06-18,Processing,915,6269.13,Cash
3157,2024-12-23,2025-01-17,Shipped,561,7335.45,Credit Card
3158,2024-10-13,2024-10-19,Delivered,382,10549.49,Credit Card
3159,2025-11-09,,Shipped,548,2658.2,Cash
3160,2024-12-01,2024-12-27,Processing,625,5551.97,Credit Card
3161,2025-07-20,2025-07-26,Shipped,496,12562.86,Debit Card
3162,2024-06-10,2024-06-26,Pending,291,10536.35,
3163,2025-11-08,2025-11-21,Processing,496,5052.29,Bank Transfer
3164,2024-03-29,2024-04-24,Cancelled,972,2045.16,Cash
3165,2024-10-03,2024-10-27,Delivered,414,9951.65,PayPal
3166,2024-04-30,2024-05-30,Delivered,541,7200.71,Credit Card
3167,2024-07-28,2024-08-05,Pending,937,134.58,
3168,2025-05-13,2025-05-24,Pending,220,5640.63,Bank Transfer
3169,2025-10-08,2025-10-13,,653,3852.61,Bank Transfer
3170,2024-11-18,2024-11-29,Pending,18,5069.93,Credit Card
3171,2024-05-13,2024-06-11,Pending,95,6963.41,Debit Card
3172,2025-11-16,2025-11-29,Delivered,297,9315.84,Cash
3173,2025-07-28,,Delivered,830,4776.29,PayPal
3174,2024-05-07,2024-05-20,Cancelled,306,8800.97,PayPal
3175,2024-07-07,2024-07-30,Delivered,673,203.2,Credit Card
3176,2025-06-05,2025-07-02,Shipped,287,5403.55,Bank Transfer
3177,2024-02-03,2024-02-26,Processing,529,7132.18,PayPal
3178,2025-11-10,2025-12-10,Shipped,193,5701.29,PayPal
3179,2025-11-10,2025-11-29,Cancelled,57,4054.68,Debit Card
3180,2024-04-28,2024-05-04,Processing,637,,Debit Card
3181,2025-03-31,2025-04-24,Delivered,934,10191.32,Bank Transfer
3182,2024-03-08,2024-03-31,Processing,776,10028.7,Credit Card
3183,2024-11-20,2024-12-10,Delivered,834,6956.65,Debit Card
3184,2024-11-13,2024-12-09,Cancelled,359,5864.34,Credit Card
3185,2025-04-20,2025-05-19,Cancelled,571,7981.9,Debit Card
3186,2024-05-04,2024-05-07,Shipped,287,5658.46,Bank Transfer
3187,2024-03-08,2024-03-20,Pending,501,5698.67,Bank Transfer
3188,2024-09-22,2024-10-14,Shipped,624,10340.84,Bank Transfer
3189,2025-06-08,2025-06-25,Shipped,634,10482.14,Bank Transfer
3190,2024-07-11,2024-07-28,Cancelled,18,2401.32,Cash
3191,2024-11-23,2024-11-30,Cancelled,723,3809.25,Debit Card
3192,2024-10-30,2024-11-21,Pending,488,3536.45,Cash
3193,2024-11-14,2024-12-14,Cancelled,519,9952.08,Cash
3194,2024-03-16,2024-03-28,Processing,927,11648.82,PayPal
3195,2025-06-22,2025-07-17,Delivered,850,4946.5,Cash
3196,2024-02-27,2024-03-06,Processing,719,2837.65,Bank Transfer
3197,2024-06-23,2024-07-10,Pending,646,7212.87,Debit Card
3198,2024-10-23,2024-11-09,Cancelled,601,3762.15,Debit Card
3199,2025-02-12,2025-02-19,Pending,385,5131.01,PayPal
3200,2025-04-16,2025-05-08,Processing,109,6137.7,Cash
3201,2024-01-13,2024-01-23,Pending,556,11085.46,Cash
3202,2024-03-25,2024-03-28,Delivered,261,2122.74,
3203,2025-06-13,2025-06-30,Shipped,647,14624.04,
3204,2024-02-03,,Cancelled,573,930.66,PayPal
3205,2025-04-16,2025-05-01,Shipped,380,2598.54,Debit Card
3206,2024-02-18,2024-03-12,Processing,843,1222.56,Debit Card
3207,2024-02-15,2024-03-07,Pending,279,3915.03,Credit Card
3208,2025-10-15,2025-10-25,Shipped,500,2624.46,Debit Card
3209,2025-11-11,2025-12-11,Cancelled,128,2812.32,Bank Transfer
3210,2024-03-25,2024-04-22,Delivered,970,3270.52,PayPal
3211,2024-07-01,2024-07-26,Cancelled,385,6801.83,Cash
3212,2024-01-14,2024-01-21,Cancelled,182,2520.88,Debit Card
3213,2025-07-10,2025-07-16,Pending,241,9840.52,
3214,2024-12-17,2025-01-11,Delivered,442,20831.63,Credit Card
3215,2025-06-09,2025-06-23,Processing,416,104.7,Bank Transfer
3216,2025-11-22,2025-12-08,Processing,499,9889.13,Debit Card
3217,2024-06-04,2024-06-23,Processing,807,9840.31,Credit Card
3218,2025-10-16,2025-11-06,Cancelled,227,11846.54,Debit Card
3219,2025-10-27,2025-11-05,Processing,659,14262.48,Cash
3220,2025-08-15,2025-09-07,Delivered,308,6979.05,Debit Card
3221,2025-10-14,2025-11-06,Delivered,473,2215.23,Credit Card
3222,2025-07-14,2025-07-21,Pending,472,4709.05,Credit Card
3223,2024-09-01,2024-09-11,Pending,954,3745.21,Cash
3224,2024-04-30,,Pending,706,3545.75,Debit Card
3225,2025-10-28,2025-11-15,Pending,972,10656.46,PayPal
3226,2025-08-24,2025-08-29,Delivered,698,2041.36,Debit Card
3227,2025-03-17,2025-04-14,Delivered,913,3130.49,Cash
3228,2024-08-19,2024-08-24,Delivered,851,4842.34,
3229,2024-09-06,2024-10-05,Shipped,326,7714.56,Credit Card
3230,2025-10-20,2025-11-01,Pending,171,7779.73,Bank Transfer
3231,2023-11-29,2023-12-19,Shipped,988,4456.16,Cash
3232,2024-05-23,2024-06-06,Delivered,630,6320.99,PayPal
3233,2025-01-06,2025-01-19,Cancelled,763,7208.7,
3234,2025-06-14,2025-07-09,Cancelled,915,2806.3,Bank Transfer
3235,2025-01-19,2025-01-31,Delivered,329,3577.82,Cash
3236,2024-06-02,2024-06-22,,870,2672.07,Debit Card
3237,2025-06-02,2025-06-24,Shipped,273,176.4,Debit Card
3238,2025-09-14,2025-09-23,Pending,489,8353.78,PayPal
3239,2024-07-22,2024-08-03,Delivered,146,5659.76,Debit Card
3240,2024-11-29,2024-12-28,,45,5290.54,Credit Card
3241,2024-09-15,2024-10-02,Shipped,202,4581.5,Cash
3242,2024-12-15,2025-01-09,Delivered,978,9541.99,Debit Card
3243,2024-05-01,2024-05-07,Cancelled,233,9559.3,Credit Card
3244,2024-08-25,2024-09-01,Processing,850,2040.78,Debit Card
3245,2024-04-14,2024-04-27,Processing,874,3297.42,PayPal
3246,2024-03-14,2024-04-05,Delivered,523,3840.07,Bank Transfer
3247,2023-12-30,2024-01-11,Shipped,86,6320.11,Credit Card
3248,2025-06-19,2025-06-23,,787,3961.57,Bank Transfer
3249,2023-12-28,2024-01-02,Processing,50,1255.64,Debit Card
3250,2024-10-09,2024-11-06,Pending,265,12303.55,PayPal
3251,2024-01-07,2024-02-05,Shipped,424,9582.6,Bank Transfer
3252,2025-08-24,2025-09-07,Shipped,739,8206.78,Debit Card
3253,2024-03-18,2024-03-21,Cancelled,217,3606.82,PayPal
3254,2025-04-27,2025-05-15,Processing,351,406.97,Debit Card
3255,2024-03-17,2024-03-27,Processing,836,2386.02,Credit Card
3256,2024-03-21,2024-04-12,Shipped,162,9826.84,Credit Card
3257,2024-06-21,2024-07-15,Delivered,796,8268.45,Cash
3258,2025-06-20,2025-06-26,Pending,956,1829.28,Debit Card
3259,2025-02-28,2025-03-22,Delivered,782,,Cash
3260,2024-04-26,2024-05-20,Delivered,417,8847.21,Credit Card
3261,2024-12-24,2024-12-28,Shipped,994,6619.24,Bank Transfer
3262,2024-05-25,2024-06-07,Cancelled,305,9082.2,PayPal
3263,2024-06-10,2024-06-15,Shipped,1000,4584.44,Debit Card
3264,2024-09-02,2024-09-28,Processing,862,3796.9,Bank Transfer
3265,2024-10-28,2024-11-25,Delivered,876,6168.26,Credit Card
3266,2024-08-29,2024-09-05,Shipped,279,3356.86,Cash
3267,2025-03-25,2025-04-12,Shipped,611,11724.46,PayPal
3268,2025-08-12,2025-08-21,Cancelled,918,8488.98,Debit Card
3269,2024-09-19,2024-10-17,Pending,788,2523.83,Cash
3270,2025-02-05,2025-02-16,Cancelled,273,6848.24,Bank Transfer
3271,2024-01-24,2024-01-29,Cancelled,799,4675.68,PayPal
3272,2024-02-09,2024-02-15,Delivered,682,1830.87,Cash
3273,2024-09-17,2024-10-09,Shipped,143,8604.71,Debit Card
3274,2025-03-27,2025-04-20,Cancelled,245,13276.97,Credit Card
3275,2024-10-10,2024-11-03,Pending,31,,Cash
3276,2024-09-08,2024-09-13,Delivered,460,1987.18,Cash
3277,2024-08-18,2024-08-31,Processing,86,3566.4,PayPal
3278,2025-07-08,2025-07-25,Shipped,274,10799.11,PayPal
3279,2025-04-10,2025-05-01,Pending,528,46.51,PayPal
3280,2024-05-16,2024-06-02,Shipped,501,1838.24,Cash
3281,2024-11-25,2024-12-12,Processing,158,13415.93,Bank Transfer
3282,2024-01-19,2024-01-24,Shipped,142,2250.95,Credit Card
3283,2025-03-10,2025-03-26,Pending,769,526.26,Credit Card
3284,2025-03-27,2025-04-17,Processing,284,1489.36,Bank Transfer
3285,2024-04-17,2024-04-22,Pending,422,9416.61,Credit Card
3286,2025-02-22,2025-03-16,Pending,285,3911.88,Credit Card
3287,2024-10-15,2024-10-23,Shipped,268,6465.47,PayPal
3288,2024-08-07,2024-08-24,Cancelled,649,11010.09,Credit Card
3289,2024-08-28,2024-09-11,Processing,837,247.9,Credit Card
3290,2023-12-01,2023-12-06,Delivered,714,7435.08,PayPal
3291,2025-06-06,2025-06-28,Processing,670,10675.78,Bank Transfer
3292,2025-09-19,2025-09-23,Cancelled,467,7748.54,Debit Card
3293,2025-08-19,2025-08-29,Processing,882,8203.17,Bank Transfer
3294,2025-09-30,2025-10-17,Pending,178,13895.35,Debit Card
3295,2025-07-26,2025-08-01,Pending,783,12669.7,
3296,2024-01-10,2024-02-02,Processing,143,6248.17,PayPal
3297,2025-07-26,2025-08-11,Processing,299,12701.23,Credit Card
3298,2023-11-30,2023-12-19,Shipped,894,6025.39,PayPal
3299,2024-11-11,2024-11-19,Delivered,27,6653.61,PayPal
3300,2023-11-27,2023-12-21,Shipped,990,3746.41,Credit Card
3301,2025-10-20,2025-11-12,Delivered,985,7054.83,Debit Card
3302,2024-06-01,2024-06-22,Delivered,775,8818.14,PayPal
3303,2024-03-29,2024-04-02,Pending,225,1847.75,Credit Card
3304,2024-04-23,2024-05-09,Cancelled,710,3465.58,PayPal
3305,2024-01-26,2024-02-12,Processing,536,6979.64,PayPal
3306,2024-03-30,2024-04-02,,567,3841.16,Cash
3307,2024-02-24,2024-03-03,Pending,657,6401.12,Credit Card
3308,2024-09-15,2024-10-15,Processing,19,8601.38,Cash
3309,2024-04-09,,Cancelled,701,3956.76,
3310,2024-09-25,,Processing,573,6767.75,PayPal
3311,2024-12-18,2025-01-17,Delivered,554,287.74,Bank Transfer
3312,2024-10-23,2024-11-08,Delivered,64,233.44,Bank Transfer
3313,2025-05-07,2025-06-01,Processing,177,555.66,Bank Transfer
3314,2025-03-14,2025-03-25,Cancelled,969,5593.67,Bank Transfer
3315,2024-09-02,2024-09-27,Processing,44,2642.61,Debit Card
3316,2024-04-15,2024-05-02,Shipped,842,2337.9,PayPal
3317,2025-03-08,,Delivered,125,10249.57,Debit Card
3318,2025-06-16,2025-06-21,Delivered,571,15656.05,PayPal
3319,2024-03-14,2024-03-23,Shipped,660,7410.39,
3320,2025-02-03,2025-02-13,Processing,817,5521.75,PayPal
3321,2024-01-31,2024-02-29,Shipped,603,1233.04,Credit Card
3322,2024-02-02,2024-02-08,Pending,296,6223.18,PayPal
3323,2025-01-02,2025-01-20,Cancelled,650,9729.43,Debit Card
3324,2024-12-24,2025-01-18,Shipped,370,7469.7,Cash
3325,2024-03-24,2024-04-23,Pending,765,2716.17,PayPal
3326,2024-10-15,2024-11-03,Processing,509,15161.99,Bank Transfer
3327,2025-04-17,2025-05-02,Delivered,959,7101.0,Credit Card
3328,2025-07-21,2025-08-03,Cancelled,394,106.33,Bank Transfer
3329,2025-03-24,2025-04-08,Pending,612,6161.74,Credit Card
3330,2025-08-05,2025-08-26,Shipped,93,6342.69,Bank Transfer
3331,2024-11-10,2024-11-16,Pending,531,5106.43,Credit Card
3332,2024-08-21,2024-09-09,Shipped,141,8148.85,PayPal
3333,2024-06-24,2024-06-27,Pending,5,9132.57,PayPal
3334,2025-07-05,2025-07-31,Processing,929,9844.7,Debit Card
3335,2025-09-12,2025-09-20,Delivered,161,8210.95,Debit Card
3336,2025-03-17,2025-04-14,Pending,745,8697.5,Bank Transfer
3337,2025-09-07,2025-09-26,Delivered,47,5283.09,Credit Card
3338,2023-12-01,2023-12-25,Cancelled,947,5255.95,Cash
3339,2024-11-30,2024-12-29,Shipped,892,2645.72,Credit Card
3340,2024-09-16,2024-09-23,Processing,35,12417.77,Credit Card
3341,2024-01-24,2024-01-28,Pending,910,6578.01,Cash
3342,2025-11-23,2025-12-21,Delivered,355,187.25,Bank Transfer
3343,2025-10-30,2025-11-23,Cancelled,800,4237.47,PayPal
3344,2024-06-22,2024-07-20,Delivered,441,9868.95,PayPal
3345,2024-09-30,2024-10-26,Delivered,329,5425.99,Bank Transfer
3346,2024-08-27,2024-09-04,Shipped,104,403.46,PayPal
3347,2025-08-21,2025-09-19,Shipped,613,1215.7,PayPal
3348,2024-09-27,2024-10-04,Shipped,400,3720.86,Bank Transfer
3349,2025-05-07,2025-05-10,Pending,350,98.62,Debit Card
3350,2024-06-25,2024-07-07,Shipped,878,1624.55,PayPal
3351,2025-04-22,2025-04-26,Shipped,143,4765.14,PayPal
3352,2025-03-25,2025-04-17,Processing,96,15490.0,Credit Card
3353,2025-02-22,2025-03-17,Shipped,494,2122.03,Debit Card
3354,2024-09-14,2024-09-20,Cancelled,865,1654.48,PayPal
3355,2024-07-06,2024-07-18,Pending,731,13027.85,Credit Card
3356,2024-03-30,2024-04-03,Shipped,326,5771.82,PayPal
3357,2024-02-13,2024-02-23,Shipped,45,276.3,PayPal
3358,2024-07-31,2024-08-06,Delivered,13,257.55,PayPal
3359,2024-03-22,2024-04-06,Delivered,17,10370.67,Cash
3360,2023-12-14,2024-01-05,Pending,847,6382.28,Cash
3361,2024-02-16,2024-02-23,Cancelled,402,6412.48,Debit Card
3362,2025-04-16,2025-05-13,Shipped,245,5833.86,PayPal
3363,2024-12-07,2024-12-11,Shipped,855,4872.68,
3364,2025-10-25,2025-11-05,Shipped,942,8505.77,Cash
3365,2024-12-18,2025-01-04,Processing,783,1248.07,Debit Card
3366,2024-06-17,2024-07-02,Pending,964,1279.45,PayPal
3367,2024-09-20,2024-10-12,Shipped,421,11702.94,Credit Card
3368,2025-02-18,2025-03-09,Cancelled,928,2180.56,Cash
3369,2024-02-13,2024-02-24,Shipped,205,1493.44,Bank Transfer
3370,2024-01-19,2024-02-09,Processing,580,5807.35,Debit Card
3371,2025-05-09,2025-05-30,Shipped,199,7595.51,Bank Transfer
3372,2024-12-27,2025-01-22,Pending,601,9009.06,Bank Transfer
3373,2025-04-03,2025-04-16,Pending,750,1698.8,
3374,2024-10-23,2024-11-17,Delivered,42,1624.3,Bank Transfer
3375,2024-08-13,2024-08-16,Shipped,791,4806.78,Cash
3376,2024-05-28,2024-06-07,Shipped,721,3222.9,Debit Card
3377,2024-03-02,2024-03-11,Processing,697,3057.37,Cash
3378,2024-09-12,2024-10-11,Processing,589,10660.76,Debit Card
3379,2025-08-23,2025-09-03,Cancelled,841,8322.21,Debit Card
3380,2024-03-01,2024-03-24,Pending,881,7227.18,PayPal
3381,2024-10-30,2024-11-12,Processing,812,4267.67,Credit Card
3382,2024-10-28,2024-11-04,Shipped,487,6449.28,Debit Card
3383,2024-01-11,2024-01-16,Processing,353,11833.75,PayPal
3384,2025-05-13,2025-05-19,Cancelled,836,6363.13,
3385,2025-09-07,2025-09-16,Processing,970,10209.03,Bank Transfer
3386,2025-07-30,2025-08-25,Cancelled,807,,Bank Transfer
3387,2025-07-20,2025-08-04,Delivered,592,2235.68,Bank Transfer
3388,2024-04-19,2024-05-04,Pending,958,8734.24,Credit Card
3389,2023-12-26,2024-01-19,Shipped,76,573.85,Bank Transfer
3390,2025-09-11,2025-10-04,Cancelled,154,2709.75,Debit Card
3391,2024-07-18,2024-08-02,Cancelled,528,,Bank Transfer
3392,2025-06-01,2025-06-14,Delivered,478,5988.27,Cash
3393,2025-10-12,2025-11-05,Shipped,822,9543.71,Cash
3394,2025-05-30,2025-06-03,,232,846.33,Bank Transfer
3395,2024-08-25,2024-09-14,Pending,296,9042.48,Cash
3396,2024-03-23,2024-03-29,Delivered,502,53.23,Cash
3397,2024-10-11,2024-10-15,Pending,613,11748.71,Credit Card
3398,2025-02-17,2025-03-06,Processing,62,8533.27,PayPal
3399,2025-08-26,2025-08-29,Pending,588,10902.54,Debit Card
3400,2025-07-09,2025-07-21,Delivered,137,1534.2,Credit Card
3401,2025-03-29,2025-04-24,Pending,568,1043.17,PayPal
3402,2025-02-01,2025-02-19,Delivered,80,4368.25,Cash
3403,2024-04-14,2024-04-24,Processing,369,477.36,Debit Card
3404,2025-06-12,2025-06-17,Cancelled,944,7394.12,PayPal
3405,2024-12-17,2024-12-29,Shipped,175,5218.45,PayPal
3406,2024-09-29,2024-10-29,Pending,770,14677.15,Credit Card
3407,2025-06-15,2025-06-24,Cancelled,748,6356.81,Cash
3408,2024-11-13,2024-11-18,Shipped,152,12370.59,Cash
3409,2025-06-18,2025-06-23,Pending,287,4803.68,Bank Transfer
3410,2024-04-20,2024-05-08,Delivered,812,9339.74,Cash
3411,2024-03-15,2024-04-13,Delivered,238,2293.32,Cash
3412,2024-11-28,2024-12-03,Processing,448,4924.0,Debit Card
3413,2025-09-08,2025-10-07,Pending,789,14366.17,PayPal
3414,2024-06-24,2024-07-04,Processing,148,1611.43,Credit Card
3415,2024-05-05,2024-05-31,Delivered,952,892.42,Debit Card
3416,2024-10-01,2024-10-16,Cancelled,657,215.46,Cash
3417,2023-12-20,2024-01-06,Processing,468,7880.85,Cash
3418,2024-07-04,2024-07-30,Shipped,525,1538.66,Credit Card
3419,2025-03-19,2025-04-12,Shipped,102,4778.77,Cash
3420,2024-11-05,2024-11-19,Delivered,305,2255.7,Cash
3421,2024-02-20,2024-03-10,Shipped,370,3551.0,PayPal
3422,2025-04-16,2025-04-27,Processing,69,3330.08,Bank Transfer
3423,2024-04-07,2024-04-27,Processing,379,13708.61,PayPal
3424,2025-10-31,2025-11-18,Processing,633,10379.28,PayPal
3425,2024-06-04,2024-06-24,Delivered,332,5141.63,Bank Transfer
3426,2024-07-01,2024-07-30,Shipped,203,465.44,PayPal
3427,2025-02-15,2025-03-08,Delivered,744,9086.72,Cash
3428,2024-02-09,2024-02-12,Processing,167,8088.39,Debit Card
3429,2024-01-13,2024-01-30,Cancelled,358,784.8,Cash
3430,2025-08-19,2025-08-30,Delivered,669,1717.37,PayPal
3431,2025-09-27,2025-10-03,Shipped,542,8061.27,
3432,2025-10-25,2025-11-07,Pending,107,9965.43,Bank Transfer
3433,2025-10-04,2025-10-29,Pending,709,6622.95,Credit Card
3434,2025-08-23,2025-09-16,Processing,805,3734.98,PayPal
3435,2024-10-30,2024-11-19,Shipped,566,3525.72,Bank Transfer
3436,2025-05-04,2025-05-16,Shipped,229,6791.47,Cash
3437,2024-09-25,2024-10-15,Pending,345,8361.6,Credit Card
3438,2025-06-25,2025-07-08,Shipped,781,411.62,PayPal
3439,2025-01-28,2025-02-09,Processing,866,6654.31,Cash
3440,2025-11-06,2025-11-21,Cancelled,681,13670.75,Cash
3441,2024-11-12,2024-12-03,Pending,96,13464.61,Credit Card
3442,2025-11-01,2025-11-29,Cancelled,820,8577.99,Cash
3443,2025-08-26,2025-09-06,Shipped,850,5829.55,Debit Card
3444,2025-02-07,2025-02-22,Delivered,736,1887.28,Cash
3445,2024-03-27,2024-04-25,Pending,733,4896.75,Cash
3446,2024-06-23,2024-07-22,Cancelled,611,1548.68,Debit Card
3447,2023-12-11,2024-01-08,Pending,371,5952.9,Credit Card
3448,2024-08-17,2024-09-06,Processing,400,8295.13,Debit Card
3449,2024-11-08,2024-11-21,Processing,588,7820.69,Credit Card
3450,2025-08-28,2025-09-09,Pending,818,2897.93,Cash
3451,2025-07-22,2025-08-19,Cancelled,716,1291.45,Bank Transfer
3452,2025-09-28,2025-10-24,Delivered,852,4288.18,Cash
3453,2025-11-21,2025-12-05,Shipped,906,4817.93,Bank Transfer
3454,2024-08-23,2024-08-31,Shipped,474,9580.48,Debit Card
3455,2025-06-25,2025-07-24,Pending,917,13191.11,Debit Card
3456,2025-05-11,2025-05-14,Shipped,960,6682.26,Cash
3457,2024-08-02,2024-08-29,Delivered,589,11521.69,PayPal
3458,2025-07-29,2025-08-12,Pending,858,7073.54,
3459,2024-11-16,2024-12-09,Shipped,288,7468.52,Bank Transfer
3460,2024-04-09,2024-05-01,Pending,641,13332.81,Debit Card
3461,2025-04-24,2025-05-20,Shipped,581,1550.8,Cash
3462,2025-08-27,2025-09-22,Pending,335,12067.59,Debit Card
3463,2024-06-20,2024-07-08,Shipped,868,1970.63,Bank Transfer
3464,2025-01-06,2025-01-09,Processing,540,11097.18,Credit Card
3465,2024-09-03,2024-09-13,Delivered,45,9855.92,Cash
3466,2024-12-06,2024-12-18,Cancelled,703,9912.05,Credit Card
3467,2025-11-17,2025-11-27,Delivered,8,13370.75,Cash
3468,2023-12-23,2024-01-17,Processing,466,6118.24,Bank Transfer
3469,2024-09-15,2024-09-23,Pending,896,1240.24,Debit Card
3470,2024-08-11,2024-08-15,Processing,383,3378.1,Debit Card
3471,2025-07-25,2025-07-29,Pending,769,5735.76,Cash
3472,2025-04-11,2025-04-28,Processing,877,9065.06,PayPal
3473,2024-11-29,2024-12-02,Processing,668,11811.04,Cash
3474,2025-04-19,2025-05-01,Delivered,465,5761.17,Debit Card
3475,2024-04-03,2024-04-26,Pending,947,4716.18,PayPal
3476,2024-07-31,,Shipped,384,7863.42,Cash
3477,2025-07-22,2025-08-07,Delivered,219,2863.42,Bank Transfer
3478,2025-08-05,2025-08-08,Cancelled,195,5896.94,Credit Card
3479,2024-09-09,2024-10-03,Pending,582,1045.78,Debit Card
3480,2025-04-16,2025-04-21,Shipped,415,1337.1,Bank Transfer
3481,2024-02-24,2024-03-21,Shipped,385,12497.63,Cash
3482,2025-07-29,2025-08-21,Pending,696,4076.53,Debit Card
3483,2024-05-29,2024-06-20,Pending,4,3738.84,PayPal
3484,2025-09-04,2025-09-20,Processing,582,3774.42,Bank Transfer
3485,2025-10-10,2025-11-03,Delivered,817,1262.9,Credit Card
3486,2024-10-03,2024-10-18,Cancelled,58,9938.67,Credit Card
3487,2024-02-08,2024-03-04,Cancelled,453,5598.24,Bank Transfer
3488,2025-01-12,2025-01-19,Pending,129,3122.86,
3489,2024-07-11,2024-07-20,Shipped,3,1669.66,Bank Transfer
3490,2025-11-14,2025-11-18,Pending,265,3028.48,Debit Card
3491,2024-01-13,2024-01-18,Delivered,230,10798.22,Cash
3492,2025-02-04,2025-02-11,Pending,116,7954.72,Bank Transfer
3493,2024-09-03,2024-09-21,Processing,263,11804.39,Bank Transfer
3494,2025-11-14,2025-11-30,Processing,54,10464.96,Debit Card
3495,2024-07-27,2024-08-25,Shipped,216,1055.1,Debit Card
3496,2025-03-14,2025-04-06,Cancelled,756,6714.0,Debit Card
3497,2024-10-02,2024-10-05,Cancelled,93,5867.22,Cash
3498,2025-10-19,2025-10-28,Shipped,792,1112.66,PayPal
3499,2024-08-23,2024-08-31,Delivered,222,4822.78,Credit Card
3500,2024-02-19,2024-02-28,Cancelled,838,3197.46,
3501,2024-03-28,2024-04-18,Delivered,532,14563.54,PayPal
3502,2024-05-02,2024-05-22,Cancelled,347,9835.79,Bank Transfer
3503,2025-05-12,2025-05-19,Pending,284,12227.26,Debit Card
3504,2024-05-16,2024-06-02,Delivered,293,2113.44,Cash
3505,2025-07-08,2025-07-17,Cancelled,695,6032.71,Debit Card
3506,2024-12-27,2025-01-01,Pending,715,15894.54,Credit Card
3507,2024-11-15,2024-11-28,Pending,719,2588.86,Bank Transfer
3508,2025-01-07,2025-01-27,Delivered,670,2465.52,Bank Transfer
3509,2024-04-26,2024-05-26,Processing,360,6178.17,Debit Card
3510,2024-07-01,2024-07-26,Processing,692,2896.32,Credit Card
3511,2024-08-06,2024-09-03,Processing,472,1366.72,Bank Transfer
3512,2024-10-17,2024-10-24,Pending,6,4621.33,Cash
3513,2025-10-14,2025-11-03,Pending,346,6711.38,Credit Card
3514,2025-08-19,2025-08-28,Processing,949,11525.45,Debit Card
3515,2024-04-11,2024-04-20,Processing,787,2860.8,Credit Card
3516,2025-01-16,2025-01-19,Processing,246,9623.84,Credit Card
3517,2025-11-04,2025-11-24,Shipped,967,12326.49,Bank Transfer
3518,2025-07-20,2025-08-10,Cancelled,816,2331.46,Debit Card
3519,2024-07-15,2024-07-24,Processing,569,619.84,Bank Transfer
3520,2024-09-14,2024-10-09,Pending,480,10311.22,Bank Transfer
